R1,G1,B1,R2,G2,B2,Count,Norm,Norm_with_weight
163,152,177,173,160,127,14,31.92007914910062,30.159822376356235
138,123,133,222,222,206,14,15.260490087283156,4.354486028335576e-10
163,152,177,120,109,104,14,16.81302060885704,0.03392965613868331
138,123,133,187,179,149,14,21.975792987331474,0.00980902256791939
26,58,125,173,82,119,14,46.75435724213326,0.005066528612041709
239,222,222,138,123,133,14,5.717177688054092,1.3997811149837585e-11
163,152,177,222,222,206,14,22.620812812676864,0.00033463403257204033
112,100,87,239,177,189,14,22.724050093721072,5.066658007461549e-10
239,177,189,82,79,63,14,27.073953765385447,1.1796426084976468e-16
82,79,63,104,92,102,14,16.33487162357002,6.032753909792433
239,177,189,165,140,132,14,16.936889099869934,0.028223795748349195
211,124,143,156,156,132,14,41.085379730412235,38.242967900249496
165,140,132,194,106,132,14,30.532316245448225,19.48236206416124
194,106,132,206,199,177,14,40.61700494715008,0.00019769744791794795
239,177,189,129,120,101,14,25.75862565528529,7.601869056693062e-06
173,82,119,206,199,177,14,45.221338974145,1.6663162329531336e-08
211,124,143,165,148,123,14,35.51541294939703,35.44838904845441
163,152,177,99,90,74,15,23.561084719917545,3.7281275074909124e-05
104,92,102,112,100,87,15,13.763614776328884,11.984184629218769
182,171,176,112,100,87,15,10.539164559548853,1.8703483267506756e-06
104,92,102,239,222,222,15,6.114931086181404,4.7812586815304444e-21
87,82,84,104,92,102,15,5.597498033946802,3.326609375941849
173,160,127,245,125,127,15,46.60199916047574,46.600129481125435
182,171,176,147,136,110,15,17.38390769559262,0.3453128244644093
82,79,63,211,124,143,15,38.22431108965673,3.6708463492139533e-06
165,148,123,239,177,189,15,25.451369098670877,0.15446740039715312
245,125,127,129,120,101,15,46.70273935829498,0.38425106463866715
173,82,119,203,189,203,15,33.932175360027,1.9336791279731975e-07
245,125,127,87,82,84,15,48.25556512724667,2.6963418491903223e-07
163,152,177,131,115,94,15,26.1870745809861,0.2692551589532579
182,171,176,173,160,127,16,20.815024871888124,13.051380533902842
104,92,102,87,82,84,16,5.597498033946802,3.326609375941849
222,222,206,194,106,132,16,41.238478949721575,2.5866154709960478e-08
82,79,63,138,123,133,16,16.271168530825843,0.006448901710763676
131,115,94,104,92,102,16,18.315792813594726,3.802220061426323
165,140,132,245,125,127,16,39.94286331428893,19.638758907134573
239,222,222,163,152,177,16,13.974152782988005,3.8485285904818146e-05
112,100,87,194,106,132,16,36.3264582587555,1.6817994957192717
182,171,176,82,79,63,16,12.922755272170624,7.131023177284327e-12
82,79,63,203,189,203,16,17.776613579432084,8.319508971715865e-17
222,222,206,245,125,127,16,50.36005759590602,0.0035844360208224127
206,199,177,194,106,132,16,40.61700494715008,0.00019769744791794795
173,82,119,104,92,102,16,34.49867981081793,13.676362078060553
138,123,133,131,115,94,16,17.92407105644238,13.290733283725213
211,124,143,165,140,132,16,28.098230820184707,26.693560953234048
206,199,177,173,82,119,16,45.221338974145,1.6663162329531336e-08
194,106,132,187,179,149,16,42.79683480763134,0.10414896352991249
194,106,132,239,225,192,16,41.791009089590446,2.4083616387659586e-09
239,225,192,211,124,143,16,38.832269599179554,6.062213963551128e-06
82,79,63,163,152,177,16,23.982606509111054,1.0111820682196137e-07
239,177,189,131,115,94,16,24.24513568795286,1.5427796559596687e-06
206,199,177,203,189,203,17,19.22944479277782,17.535231062169608
163,152,177,156,156,132,17,27.49007855089902,27.195117610893096
182,171,176,120,109,104,17,5.687793746775566,4.983596328142657e-05
163,152,177,165,148,123,17,27.873420853292217,25.02779215914961
156,156,132,163,152,177,17,27.49007855089902,27.195117610893096
165,148,123,104,92,102,17,20.000999193283427,0.00166225095990927
87,82,84,163,152,177,17,12.827702799092561,5.691040491143937e-07
239,225,192,239,225,192,17,0.0,0.0
165,148,123,194,106,132,17,38.40399099036519,15.866018363495415
222,222,206,211,124,143,17,38.92264192790271,4.205778473501004e-05
129,120,101,194,106,132,17,39.21961031890704,24.76359864273018
129,120,101,239,177,189,17,25.75862565528529,7.601869056693062e-06
129,120,101,245,125,127,17,46.70273935829498,0.38425106463866715
239,222,222,245,125,127,17,44.1440497642776,0.000658808950558896
247,152,156,138,123,133,17,32.81857025130972,0.01745915247750009
245,125,127,120,109,104,17,45.53863764486073,0.025603943974824527
194,106,132,131,115,94,17,37.375427043437995,17.499422197443362
245,125,127,156,156,132,17,50.8748583126113,45.06063946592786
211,124,143,120,109,104,17,32.62900358512939,0.365300936493822
211,124,143,233,107,108,17,22.871697586961808,22.271668433990907
239,225,192,245,125,127,17,46.514894965853884,0.0006528121103050453
245,125,127,187,179,149,17,48.30771291906088,19.95097611733896
182,171,176,129,120,101,18,13.684954853004275,0.0036678471156525957
87,82,84,138,123,133,18,5.917755939706441,0.010223378724675195
104,92,102,165,148,123,18,20.000999193283427,0.00166225095990927
112,100,87,187,179,149,18,8.580308151614833,1.778689391944827e-07
138,123,133,255,255,255,18,8.31258340257522,8.411800599281172e-19
156,140,123,163,152,177,18,23.518718671227695,13.444038579731599
112,100,87,104,92,102,18,13.763614776328884,11.984184629218769
