R1,G1,B1,R2,G2,B2,Count,Norm,Norm_with_weight
99,90,74,163,152,177,29,23.011214936550317,23.011214936550317
112,100,87,165,140,132,29,5.7955981476314715,1.0980249521888845
87,82,84,203,189,203,29,6.929370528190962,6.9028769319123855
173,160,127,138,123,133,29,40.001447658538545,0.030331237127349125
120,109,104,104,92,102,29,5.811567927263224,1.4880274776678757
156,140,123,203,189,203,29,14.035381227430591,13.902199208118361
165,148,123,245,125,127,29,46.793211849167676,0.3739607192930476
112,100,87,206,199,177,29,4.654972697241508,0.8819238399781101
206,199,177,239,222,222,29,17.590366622880914,1.0402417975287448
131,115,94,165,140,132,29,16.580990726150873,0.3434572464494446
120,109,104,211,124,143,29,44.04292479081912,11.176502770667396
211,124,143,173,160,127,29,36.959675554099995,12.960944599177903
